region,year,sex,age_group,prevalence,unemployment_rate,policy_index,sunshine_hours
Lazio,2022,Male,25-44,29.29,7.16,79.0,2138.4
Lazio,2022,Male,45-64,25.48,7.16,79.0,2138.4
Lazio,2022,Male,65+,23.47,7.16,79.0,2138.4
Lazio,2022,Female,15-24,21.88,7.16,79.0,2138.4
Lazio,2022,Female,25-44,25.81,7.16,79.0,2138.4
Lazio,2022,Female,45-64,23.7,7.16,79.0,2138.4
Lazio,2022,Female,65+,18.04,7.16,79.0,2138.4
Lazio,2023,Male,15-24,25.65,6.53,76.5,2089.9
Lazio,2023,Male,25-44,29.55,6.53,76.5,2089.9
Lazio,2023,Male,45-64,26.68,6.53,76.5,2089.9
Lazio,2023,Male,65+,21.58,6.53,76.5,2089.9
Lazio,2023,Female,15-24,21.68,6.53,76.5,2089.9
Lazio,2023,Female,25-44,23.82,6.53,76.5,2089.9
Lazio,2023,Female,45-64,19.76,6.53,76.5,2089.9
Lazio,2023,Female,65+,17.18,6.53,76.5,2089.9
Lazio,2024,Male,15-24,24.8,5.92,80.7,1976.3
Lazio,2024,Male,25-44,27.03,5.92,80.7,1976.3
Lazio,2024,Male,45-64,24.77,5.92,80.7,1976.3
Lazio,2024,Male,65+,22.03,5.92,80.7,1976.3
Lazio,2024,Female,15-24,23.35,5.92,80.7,1976.3
Lazio,2024,Female,25-44,22.8,5.92,80.7,1976.3
Lazio,2024,Female,45-64,21.78,5.92,80.7,1976.3
Lazio,2024,Female,65+,17.59,5.92,80.7,1976.3
Liguria,2010,Male,15-24,29.95,8.17,54.7,2121.7
Liguria,2010,Male,25-44,32.67,8.17,54.7,2121.7
Liguria,2010,Male,45-64,27.88,8.17,54.7,2121.7
Liguria,2010,Male,65+,26.38,8.17,54.7,2121.7
Liguria,2010,Female,15-24,26.17,8.17,54.7,2121.7
Liguria,2010,Female,25-44,28.49,8.17,54.7,2121.7
Liguria,2010,Female,45-64,25.29,8.17,54.7,2121.7
Liguria,2010,Female,65+,24.46,8.17,54.7,2121.7
Liguria,2011,Male,15-24,29.06,12.6,61.3,2048.6
Liguria,2011,Male,25-44,31.17,12.6,61.3,2048.6
Liguria,2011,Male,45-64,28.08,12.6,61.3,2048.6
Liguria,2011,Male,65+,25.14,12.6,61.3,2048.6
Liguria,2011,Female,15-24,25.06,12.6,61.3,2048.6
Liguria,2011,Female,25-44,28.89,12.6,61.3,2048.6
Liguria,2011,Female,45-64,26.12,12.6,61.3,2048.6
Liguria,2011,Female,65+,21.13,12.6,61.3,2048.6
Liguria,2012,Male,15-24,28.57,11.48,60.5,2183.8
Liguria,2012,Male,25-44,31.87,11.48,60.5,2183.8
Liguria,2012,Male,45-64,27.85,11.48,60.5,2183.8
Liguria,2012,Male,65+,26.03,11.48,60.5,2183.8
Liguria,2012,Female,15-24,25.6,11.48,60.5,2183.8
Liguria,2012,Female,25-44,25.88,11.48,60.5,2183.8
Liguria,2012,Female,45-64,25.95,11.48,60.5,2183.8
Liguria,2012,Female,65+,23.2,11.48,60.5,2183.8
Liguria,2013,Male,15-24,28.49,9.33,67.2,2194.4
Liguria,2013,Male,25-44,30.71,9.33,67.2,2194.4
Liguria,2013,Male,45-64,28.39,9.33,67.2,2194.4
Liguria,2013,Male,65+,25.43,9.33,67.2,2194.4
Liguria,2013,Female,15-24,25.76,9.33,67.2,2194.4
Liguria,2013,Female,25-44,29.11,9.33,67.2,2194.4
Liguria,2013,Female,45-64,23.92,9.33,67.2,2194.4
Liguria,2013,Female,65+,20.3,9.33,67.2,2194.4
Liguria,2014,Male,15-24,27.42,9.62,64.4,2065.6
Liguria,2014,Male,25-44,30.07,9.62,64.4,2065.6
Liguria,2014,Male,45-64,27.77,9.62,64.4,2065.6
Liguria,2014,Male,65+,26.59,9.62,64.4,2065.6
Liguria,2014,Female,15-24,24.28,9.62,64.4,2065.6
Liguria,2014,Female,25-44,27.02,9.62,64.4,2065.6
Liguria,2014,Female,45-64,23.78,9.62,64.4,2065.6
Liguria,2014,Female,65+,21.99,9.62,64.4,2065.6
Liguria,2015,Male,15-24,31.03,11.47,67.1,2109.9
Liguria,2015,Male,25-44,29.97,11.47,67.1,2109.9
Liguria,2015,Male,45-64,27.01,11.47,67.1,2109.9
Liguria,2015,Male,65+,25.54,11.47,67.1,2109.9
Liguria,2015,Female,15-24,25.18,11.47,67.1,2109.9
Liguria,2015,Female,25-44,28.35,11.47,67.1,2109.9
Liguria,2015,Female,45-64,24.08,11.47,67.1,2109.9
Liguria,2015,Female,65+,20.14,11.47,67.1,2109.9
Liguria,2016,Male,15-24,28.79,11.37,67.1,2155.8
Liguria,2016,Male,25-44,31.31,11.37,67.1,2155.8
Liguria,2016,Male,45-64,28.02,11.37,67.1,2155.8
Liguria,2016,Male,65+,24.71,11.37,67.1,2155.8
Liguria,2016,Female,15-24,25.27,11.37,67.1,2155.8
Liguria,2016,Female,25-44,27.37,11.37,67.1,2155.8
Liguria,2016,Female,45-64,24.58,11.37,67.1,2155.8
Liguria,2016,Female,65+,20.85,11.37,67.1,2155.8
Liguria,2017,Male,15-24,27.73,11.0,75.7,2139.8
Liguria,2017,Male,25-44,30.05,11.0,75.7,2139.8
Liguria,2017,Male,45-64,28.11,11.0,75.7,2139.8
Liguria,2017,Male,65+,23.08,11.0,75.7,2139.8
Liguria,2017,Female,15-24,24.27,11.0,75.7,2139.8
Liguria,2017,Female,25-44,25.51,11.0,75.7,2139.8
Liguria,2017,Female,45-64,22.93,11.0,75.7,2139.8
Liguria,2017,Female,65+,21.18,11.0,75.7,2139.8
Liguria,2018,Male,15-24,27.79,9.66,71.0,2064.0
Liguria,2018,Male,25-44,29.65,9.66,71.0,2064.0
Liguria,2018,Male,45-64,25.24,9.66,71.0,2064.0
Liguria,2018,Male,65+,24.35,9.66,71.0,2064.0
Liguria,2018,Female,15-24,24.25,9.66,71.0,2064.0
Liguria,2018,Female,25-44,27.76,9.66,71.0,2064.0
Liguria,2018,Female,45-64,22.29,9.66,71.0,2064.0
Liguria,2018,Female,65+,19.82,9.66,71.0,2064.0
Liguria,2019,Male,15-24,27.55,9.16,79.0,2134.6
Liguria,2019,Male,25-44,30.88,9.16,79.0,2134.6
Liguria,2019,Male,45-64,26.2,9.16,79.0,2134.6
Liguria,2019,Male,65+,23.58,9.16,79.0,2134.6
Liguria,2019,Female,15-24,23.91,9.16,79.0,2134.6
Liguria,2019,Female,25-44,25.49,9.16,79.0,2134.6
Liguria,2019,Female,45-64,21.85,9.16,79.0,2134.6
Liguria,2019,Female,65+,19.49,9.16,79.0,2134.6
Liguria,2020,Male,15-24,28.07,8.95,77.4,2099.8
Liguria,2020,Male,25-44,27.97,8.95,77.4,2099.8
Liguria,2020,Male,45-64,26.13,8.95,77.4,2099.8
Liguria,2020,Male,65+,22.3,8.95,77.4,2099.8
Liguria,2020,Female,15-24,24.2,8.95,77.4,2099.8
Liguria,2020,Female,25-44,23.48,8.95,77.4,2099.8
Liguria,2020,Female,45-64,21.44,8.95,77.4,2099.8
Liguria,2020,Female,65+,19.38,8.95,77.4,2099.8
Liguria,2021,Male,15-24,28.27,8.08,77.9,2048.2
Liguria,2021,Male,25-44,28.63,8.08,77.9,2048.2
Liguria,2021,Male,45-64,25.14,8.08,77.9,2048.2
Liguria,2021,Male,65+,24.58,8.08,77.9,2048.2
Liguria,2021,Female,15-24,21.25,8.08,77.9,2048.2
Liguria,2021,Female,25-44,22.5,8.08,77.9,2048.2
Liguria,2021,Female,45-64,22.14,8.08,77.9,2048.2
Liguria,2021,Female,65+,18.2,8.08,77.9,2048.2
Liguria,2022,Male,15-24,25.38,5.27,79.1,1994.1
Liguria,2022,Male,25-44,29.11,5.27,79.1,1994.1
Liguria,2022,Male,45-64,25.64,5.27,79.1,1994.1
Liguria,2022,Male,65+,21.84,5.27,79.1,1994.1
Liguria,2022,Female,15-24,21.12,5.27,79.1,1994.1
Liguria,2022,Female,25-44,25.27,5.27,79.1,1994.1
Liguria,2022,Female,45-64,22.05,5.27,79.1,1994.1
Liguria,2022,Female,65+,18.3,5.27,79.1,1994.1
Liguria,2023,Male,15-24,27.95,6.91,80.7,2088.6
Liguria,2023,Male,25-44,27.03,6.91,80.7,2088.6
Liguria,2023,Male,45-64,23.57,6.91,80.7,2088.6
Liguria,2023,Male,65+,21.41,6.91,80.7,2088.6
Liguria,2023,Female,15-24,22.05,6.91,80.7,2088.6
Liguria,2023,Female,25-44,24.34,6.91,80.7,2088.6
Liguria,2023,Female,45-64,20.86,6.91,80.7,2088.6
Liguria,2023,Female,65+,18.45,6.91,80.7,2088.6
Liguria,2024,Male,15-24,24.55,6.15,75.2,2119.4
Liguria,2024,Male,25-44,29.24,6.15,75.2,2119.4
Liguria,2024,Male,45-64,24.72,6.15,75.2,2119.4
Liguria,2024,Male,65+,22.92,6.15,75.2,2119.4
Liguria,2024,Female,15-24,22.14,6.15,75.2,2119.4
Liguria,2024,Female,25-44,24.26,6.15,75.2,2119.4
Liguria,2024,Female,45-64,21.37,6.15,75.2,2119.4
Liguria,2024,Female,65+,18.25,6.15,75.2,2119.4
Lombardia,2010,Male,15-24,29.64,7.18,59.2,1871.0
Lombardia,2010,Male,25-44,32.33,7.18,59.2,1871.0
Lombardia,2010,Male,45-64,28.2,7.18,59.2,1871.0
Lombardia,2010,Male,65+,25.71,7.18,59.2,1871.0
Lombardia,2010,Female,15-24,24.91,7.18,59.2,1871.0
Lombardia,2010,Female,25-44,28.44,7.18,59.2,1871.0
Lombardia,2010,Female,45-64,23.32,7.18,59.2,1871.0
Lombardia,2010,Female,65+,22.8,7.18,59.2,1871.0
Lombardia,2011,Male,15-24,28.66,10.64,64.0,1889.4
Lombardia,2011,Male,25-44,29.27,10.64,64.0,1889.4
Lombardia,2011,Male,45-64,27.83,10.64,64.0,1889.4
Lombardia,2011,Male,65+,24.02,10.64,64.0,1889.4
Lombardia,2011,Female,15-24,25.54,10.64,64.0,1889.4
Lombardia,2011,Female,25-44,26.05,10.64,64.0,1889.4
Lombardia,2011,Female,45-64,23.25,10.64,64.0,1889.4
Lombardia,2011,Female,65+,18.81,10.64,64.0,1889.4
Lombardia,2012,Male,15-24,27.95,8.6,62.9,1978.9
Lombardia,2012,Male,25-44,27.98,8.6,62.9,1978.9
Lombardia,2012,Male,45-64,25.82,8.6,62.9,1978.9
Lombardia,2012,Male,65+,25.16,8.6,62.9,1978.9
Lombardia,2012,Female,15-24,25.19,8.6,62.9,1978.9
Lombardia,2012,Female,25-44,26.83,8.6,62.9,1978.9
Lombardia,2012,Female,45-64,22.43,8.6,62.9,1978.9
Lombardia,2012,Female,65+,20.35,8.6,62.9,1978.9
Lombardia,2013,Male,15-24,28.1,8.37,60.3,1945.8
Lombardia,2013,Male,25-44,28.94,8.37,60.3,1945.8
Lombardia,2013,Male,45-64,28.6,8.37,60.3,1945.8
Lombardia,2013,Male,65+,24.98,8.37,60.3,1945.8
Lombardia,2013,Female,15-24,23.88,8.37,60.3,1945.8
Lombardia,2013,Female,25-44,26.13,8.37,60.3,1945.8
Lombardia,2013,Female,45-64,23.31,8.37,60.3,1945.8
Lombardia,2013,Female,65+,18.06,8.37,60.3,1945.8
Lombardia,2014,Male,15-24,27.55,9.87,65.8,1969.4
Lombardia,2014,Male,25-44,29.12,9.87,65.8,1969.4
Lombardia,2014,Male,45-64,25.8,9.87,65.8,1969.4
Lombardia,2014,Male,65+,23.52,9.87,65.8,1969.4
Lombardia,2014,Female,15-24,25.6,9.87,65.8,1969.4
Lombardia,2014,Female,25-44,26.44,9.87,65.8,1969.4
Lombardia,2014,Female,45-64,22.23,9.87,65.8,1969.4
Lombardia,2014,Female,65+,20.37,9.87,65.8,1969.4
Lombardia,2015,Male,15-24,28.9,9.47,72.6,2024.0
Lombardia,2015,Male,25-44,30.42,9.47,72.6,2024.0
Lombardia,2015,Male,45-64,26.56,9.47,72.6,2024.0
Lombardia,2015,Male,65+,22.85,9.47,72.6,2024.0
Lombardia,2015,Female,15-24,24.2,9.47,72.6,2024.0
Lombardia,2015,Female,25-44,25.89,9.47,72.6,2024.0
Lombardia,2015,Female,45-64,23.4,9.47,72.6,2024.0
Lombardia,2015,Female,65+,20.14,9.47,72.6,2024.0
Lombardia,2016,Male,15-24,28.25,9.24,72.7,1858.2
Lombardia,2016,Male,25-44,28.66,9.24,72.7,1858.2
Lombardia,2016,Male,45-64,27.52,9.24,72.7,1858.2
Lombardia,2016,Male,65+,23.4,9.24,72.7,1858.2
Lombardia,2016,Female,15-24,25.28,9.24,72.7,1858.2
Lombardia,2016,Female,25-44,24.51,9.24,72.7,1858.2
Lombardia,2016,Female,45-64,23.94,9.24,72.7,1858.2
Lombardia,2016,Female,65+,19.4,9.24,72.7,1858.2
Lombardia,2017,Male,15-24,26.25,9.05,70.3,2036.9
Lombardia,2017,Male,25-44,28.42,9.05,70.3,2036.9
Lombardia,2017,Male,45-64,25.58,9.05,70.3,2036.9
Lombardia,2017,Male,65+,23.32,9.05,70.3,2036.9
Lombardia,2017,Female,15-24,23.42,9.05,70.3,2036.9
Lombardia,2017,Female,25-44,24.33,9.05,70.3,2036.9
Lombardia,2017,Female,45-64,21.88,9.05,70.3,2036.9
Lombardia,2017,Female,65+,21.04,9.05,70.3,2036.9
Lombardia,2018,Male,15-24,28.33,9.97,74.9,1940.9
Lombardia,2018,Male,25-44,29.04,9.97,74.9,1940.9
Lombardia,2018,Male,45-64,25.64,9.97,74.9,1940.9
Lombardia,2018,Male,65+,22.72,9.97,74.9,1940.9
Lombardia,2018,Female,15-24,23.21,9.97,74.9,1940.9
Lombardia,2018,Female,25-44,23.58,9.97,74.9,1940.9
Lombardia,2018,Female,45-64,21.34,9.97,74.9,1940.9
Lombardia,2018,Female,65+,16.93,9.97,74.9,1940.9
Lombardia,2019,Male,15-24,26.7,6.15,72.4,1886.6
Lombardia,2019,Male,25-44,28.95,6.15,72.4,1886.6
Lombardia,2019,Male,45-64,24.82,6.15,72.4,1886.6
Lombardia,2019,Male,65+,23.87,6.15,72.4,1886.6
Lombardia,2019,Female,15-24,21.07,6.15,72.4,1886.6
Lombardia,2019,Female,25-44,22.84,6.15,72.4,1886.6
Lombardia,2019,Female,45-64,21.52,6.15,72.4,1886.6
Lombardia,2019,Female,65+,19.35,6.15,72.4,1886.6
Lombardia,2020,Male,15-24,27.68,7.09,69.9,1879.4
Lombardia,2020,Male,25-44,27.54,7.09,69.9,1879.4
Lombardia,2020,Male,45-64,26.08,7.09,69.9,1879.4
Lombardia,2020,Male,65+,21.96,7.09,69.9,1879.4
Lombardia,2020,Female,15-24,21.83,7.09,69.9,1879.4
Lombardia,2020,Female,25-44,24.88,7.09,69.9,1879.4
Lombardia,2020,Female,45-64,21.65,7.09,69.9,1879.4
Lombardia,2020,Female,65+,16.42,7.09,69.9,1879.4
Lombardia,2021,Male,15-24,27.18,5.07,73.7,1857.6
Lombardia,2021,Male,25-44,29.08,5.07,73.7,1857.6
Lombardia,2021,Male,45-64,24.07,5.07,73.7,1857.6
Lombardia,2021,Male,65+,22.1,5.07,73.7,1857.6
Lombardia,2021,Female,15-24,22.19,5.07,73.7,1857.6
Lombardia,2021,Female,25-44,23.96,5.07,73.7,1857.6
Lombardia,2021,Female,45-64,20.15,5.07,73.7,1857.6
Lombardia,2021,Female,65+,17.03,5.07,73.7,1857.6
Lombardia,2022,Male,15-24,25.37,6.04,82.7,1735.6
Lombardia,2022,Male,25-44,28.57,6.04,82.7,1735.6
Lombardia,2022,Male,45-64,24.94,6.04,82.7,1735.6
Lombardia,2022,Male,65+,21.03,6.04,82.7,1735.6
Lombardia,2022,Female,15-24,22.17,6.04,82.7,1735.6
Lombardia,2022,Female,25-44,20.55,6.04,82.7,1735.6
Lombardia,2022,Female,45-64,21.55,6.04,82.7,1735.6
Lombardia,2022,Female,65+,15.66,6.04,82.7,1735.6
Lombardia,2023,Male,15-24,24.74,4.22,78.7,1915.4
Lombardia,2023,Male,25-44,25.98,4.22,78.7,1915.4
Lombardia,2023,Male,45-64,22.81,4.22,78.7,1915.4
Lombardia,2023,Male,65+,22.26,4.22,78.7,1915.4
Lombardia,2023,Female,15-24,20.63,4.22,78.7,1915.4
Lombardia,2023,Female,25-44,23.45,4.22,78.7,1915.4
Lombardia,2023,Female,45-64,20.05,4.22,78.7,1915.4
Lombardia,2023,Female,65+,17.58,4.22,78.7,1915.4
Lombardia,2024,Male,15-24,24.88,4.58,80.3,1822.6
Lombardia,2024,Male,25-44,25.52,4.58,80.3,1822.6
Lombardia,2024,Male,45-64,24.8,4.58,80.3,1822.6
Lombardia,2024,Male,65+,20.31,4.58,80.3,1822.6
Lombardia,2024,Female,15-24,19.24,4.58,80.3,1822.6
Lombardia,2024,Female,25-44,22.37,4.58,80.3,1822.6
Lombardia,2024,Female,45-64,21.3,4.58,80.3,1822.6
Lombardia,2024,Female,65+,17.65,4.58,80.3,1822.6
Marche,2010,Male,15-24,29.65,8.7,59.1,2126.6
Marche,2010,Male,25-44,31.65,8.7,59.1,2126.6
Marche,2010,Male,45-64,28.68,8.7,59.1,2126.6
Marche,2010,Male,65+,28.08,8.7,59.1,2126.6
Marche,2010,Female,15-24,26.38,8.7,59.1,2126.6
Marche,2010,Female,25-44,28.43,8.7,59.1,2126.6
Marche,2010,Female,45-64,26.03,8.7,59.1,2126.6
Marche,2010,Female,65+,22.24,8.7,59.1,2126.6
Marche,2011,Male,15-24,29.44,10.63,67.2,2183.3
Marche,2011,Male,25-44,31.5,10.63,67.2,2183.3
Marche,2011,Male,45-64,28.63,10.63,67.2,2183.3
Marche,2011,Male,65+,25.66,10.63,67.2,2183.3
Marche,2011,Female,15-24,26.43,10.63,67.2,2183.3
Marche,2011,Female,25-44,27.75,10.63,67.2,2183.3
Marche,2011,Female,45-64,25.43,10.63,67.2,2183.3
Marche,2011,Female,65+,21.62,10.63,67.2,2183.3
Marche,2012,Male,15-24,29.48,11.16,67.9,2088.2
Marche,2012,Male,25-44,29.4,11.16,67.9,2088.2
Marche,2012,Male,45-64,29.32,11.16,67.9,2088.2
Marche,2012,Male,65+,25.75,11.16,67.9,2088.2
Marche,2012,Female,15-24,26.4,11.16,67.9,2088.2
Marche,2012,Female,25-44,24.5,11.16,67.9,2088.2
Marche,2012,Female,45-64,26.49,11.16,67.9,2088.2
Marche,2012,Female,65+,21.26,11.16,67.9,2088.2
Marche,2013,Male,15-24,30.21,9.44,71.2,2195.7
Marche,2013,Male,25-44,30.06,9.44,71.2,2195.7
Marche,2013,Male,45-64,28.71,9.44,71.2,2195.7
Marche,2013,Male,65+,24.05,9.44,71.2,2195.7
Marche,2013,Female,15-24,24.48,9.44,71.2,2195.7
Marche,2013,Female,25-44,29.01,9.44,71.2,2195.7
Marche,2013,Female,45-64,23.91,9.44,71.2,2195.7
Marche,2013,Female,65+,21.32,9.44,71.2,2195.7
Marche,2014,Male,15-24,29.67,11.0,65.5,2161.7
Marche,2014,Male,25-44,31.3,11.0,65.5,2161.7
Marche,2014,Male,45-64,27.95,11.0,65.5,2161.7
Marche,2014,Male,65+,25.16,11.0,65.5,2161.7
Marche,2014,Female,15-24,27.2,11.0,65.5,2161.7
Marche,2014,Female,25-44,26.74,11.0,65.5,2161.7
Marche,2014,Female,45-64,24.0,11.0,65.5,2161.7
Marche,2014,Female,65+,21.85,11.0,65.5,2161.7
Marche,2015,Male,15-24,29.61,10.28,68.4,2230.4
Marche,2015,Male,25-44,31.69,10.28,68.4,2230.4
Marche,2015,Male,45-64,28.14,10.28,68.4,2230.4
Marche,2015,Male,65+,23.36,10.28,68.4,2230.4
Marche,2015,Female,15-24,26.13,10.28,68.4,2230.4
Marche,2015,Female,25-44,25.35,10.28,68.4,2230.4
Marche,2015,Female,45-64,23.8,10.28,68.4,2230.4
Marche,2015,Female,65+,19.75,10.28,68.4,2230.4
Marche,2016,Male,15-24,28.14,9.56,64.5,2045.1
Marche,2016,Male,25-44,30.53,9.56,64.5,2045.1
Marche,2016,Male,45-64,27.52,9.56,64.5,2045.1
Marche,2016,Male,65+,24.62,9.56,64.5,2045.1
Marche,2016,Female,15-24,25.81,9.56,64.5,2045.1
Marche,2016,Female,25-44,26.65,9.56,64.5,2045.1
Marche,2016,Female,45-64,22.96,9.56,64.5,2045.1
Marche,2016,Female,65+,21.16,9.56,64.5,2045.1
Marche,2017,Male,15-24,29.09,10.23,74.9,2151.9
Marche,2017,Male,25-44,28.67,10.23,74.9,2151.9
Marche,2017,Male,45-64,27.5,10.23,74.9,2151.9
Marche,2017,Male,65+,24.6,10.23,74.9,2151.9
Marche,2017,Female,15-24,23.6,10.23,74.9,2151.9
Marche,2017,Female,25-44,27.28,10.23,74.9,2151.9
Marche,2017,Female,45-64,22.75,10.23,74.9,2151.9
Marche,2017,Female,65+,20.03,10.23,74.9,2151.9
Marche,2018,Male,15-24,27.43,9.61,68.5,2100.4
Marche,2018,Male,25-44,29.62,9.61,68.5,2100.4
Marche,2018,Male,45-64,25.5,9.61,68.5,2100.4
Marche,2018,Male,65+,22.16,9.61,68.5,2100.4
Marche,2018,Female,15-24,25.19,9.61,68.5,2100.4
Marche,2018,Female,25-44,24.75,9.61,68.5,2100.4
Marche,2018,Female,45-64,21.61,9.61,68.5,2100.4
Marche,2018,Female,65+,17.45,9.61,68.5,2100.4
Marche,2019,Male,15-24,26.66,11.71,74.2,2137.2
Marche,2019,Male,25-44,27.98,11.71,74.2,2137.2
Marche,2019,Male,45-64,27.94,11.71,74.2,2137.2
Marche,2019,Male,65+,24.31,11.71,74.2,2137.2
Marche,2019,Female,15-24,22.61,11.71,74.2,2137.2
Marche,2019,Female,25-44,27.55,11.71,74.2,2137.2
Marche,2019,Female,45-64,23.28,11.71,74.2,2137.2
Marche,2019,Female,65+,18.98,11.71,74.2,2137.2
Marche,2020,Male,15-24,24.5,9.05,71.7,2113.0
Marche,2020,Male,25-44,31.29,9.05,71.7,2113.0
Marche,2020,Male,45-64,24.61,9.05,71.7,2113.0
Marche,2020,Male,65+,21.35,9.05,71.7,2113.0
Marche,2020,Female,15-24,24.02,9.05,71.7,2113.0
Marche,2020,Female,25-44,27.44,9.05,71.7,2113.0
Marche,2020,Female,45-64,23.38,9.05,71.7,2113.0
Marche,2020,Female,65+,19.56,9.05,71.7,2113.0
Marche,2021,Male,15-24,27.29,6.62,74.7,2017.4
Marche,2021,Male,25-44,29.55,6.62,74.7,2017.4
Marche,2021,Male,45-64,26.46,6.62,74.7,2017.4
Marche,2021,Male,65+,22.98,6.62,74.7,2017.4
Marche,2021,Female,15-24,22.8,6.62,74.7,2017.4
Marche,2021,Female,25-44,24.64,6.62,74.7,2017.4
Marche,2021,Female,45-64,20.95,6.62,74.7,2017.4
Marche,2021,Female,65+,18.42,6.62,74.7,2017.4
Marche,2022,Male,15-24,24.71,6.92,75.5,1996.7
Marche,2022,Male,25-44,28.3,6.92,75.5,1996.7
Marche,2022,Male,45-64,24.41,6.92,75.5,1996.7
Marche,2022,Male,65+,21.3,6.92,75.5,1996.7
Marche,2022,Female,15-24,22.58,6.92,75.5,1996.7
Marche,2022,Female,25-44,25.79,6.92,75.5,1996.7
Marche,2022,Female,45-64,22.32,6.92,75.5,1996.7
Marche,2022,Female,65+,16.83,6.92,75.5,1996.7
Marche,2023,Male,15-24,25.11,8.16,77.7,2019.0
Marche,2023,Male,25-44,29.04,8.16,77.7,2019.0
Marche,2023,Male,45-64,24.12,8.16,77.7,2019.0
Marche,2023,Male,65+,21.88,8.16,77.7,2019.0
Marche,2023,Female,15-24,22.65,8.16,77.7,2019.0
Marche,2023,Female,25-44,23.13,8.16,77.7,2019.0
Marche,2023,Female,45-64,21.21,8.16,77.7,2019.0
Marche,2023,Female,65+,16.77,8.16,77.7,2019.0
Marche,2024,Male,15-24,25.2,9.09,79.4,1966.3
Marche,2024,Male,25-44,28.12,9.09,79.4,1966.3
Marche,2024,Male,45-64,23.21,9.09,79.4,1966.3
Marche,2024,Male,65+,22.24,9.09,79.4,1966.3
Marche,2024,Female,15-24,21.78,9.09,79.4,1966.3
Marche,2024,Female,25-44,24.35,9.09,79.4,1966.3
Marche,2024,Female,45-64,21.02,9.09,79.4,1966.3
Marche,2024,Female,65+,19.16,9.09,79.4,1966.3
Molise,2010,Male,15-24,30.13,7.41,58.4,2150.5
Molise,2010,Male,25-44,31.57,7.41,58.4,2150.5
Molise,2010,Male,45-64,29.12,7.41,58.4,2150.5
Molise,2010,Male,65+,26.54,7.41,58.4,2150.5
Molise,2010,Female,15-24,26.05,7.41,58.4,2150.5
Molise,2010,Female,25-44,28.04,7.41,58.4,2150.5
Molise,2010,Female,45-64,24.3,7.41,58.4,2150.5
Molise,2010,Female,65+,21.34,7.41,58.4,2150.5
Molise,2011,Male,15-24,28.3,7.77,64.0,2104.0
Molise,2011,Male,25-44,33.45,7.77,64.0,2104.0
Molise,2011,Male,45-64,27.46,7.77,64.0,2104.0
Molise,2011,Male,65+,25.01,7.77,64.0,2104.0
Molise,2011,Female,15-24,24.98,7.77,64.0,2104.0
Molise,2011,Female,25-44,28.59,7.77,64.0,2104.0
Molise,2011,Female,45-64,24.41,7.77,64.0,2104.0
Molise,2011,Female,65+,22.95,7.77,64.0,2104.0
Molise,2012,Male,15-24,28.73,12.11,59.7,1975.1
Molise,2012,Male,25-44,31.68,12.11,59.7,1975.1
Molise,2012,Male,45-64,27.56,12.11,59.7,1975.1
Molise,2012,Male,65+,27.55,12.11,59.7,1975.1
Molise,2012,Female,15-24,24.21,12.11,59.7,1975.1
Molise,2012,Female,25-44,27.71,12.11,59.7,1975.1
Molise,2012,Female,45-64,25.03,12.11,59.7,1975.1
Molise,2012,Female,65+,21.81,12.11,59.7,1975.1
Molise,2013,Male,15-24,28.91,11.07,65.2,2144.8
Molise,2013,Male,25-44,30.97,11.07,65.2,2144.8
Molise,2013,Male,45-64,28.14,11.07,65.2,2144.8
Molise,2013,Male,65+,24.95,11.07,65.2,2144.8
Molise,2013,Female,15-24,26.06,11.07,65.2,2144.8
Molise,2013,Female,25-44,29.31,11.07,65.2,2144.8
Molise,2013,Female,45-64,23.54,11.07,65.2,2144.8
Molise,2013,Female,65+,19.73,11.07,65.2,2144.8
Molise,2014,Male,15-24,28.71,10.08,69.7,2115.4
Molise,2014,Male,25-44,33.38,10.08,69.7,2115.4
Molise,2014,Male,45-64,27.0,10.08,69.7,2115.4
Molise,2014,Male,65+,26.44,10.08,69.7,2115.4
Molise,2014,Female,15-24,26.48,10.08,69.7,2115.4
Molise,2014,Female,25-44,26.25,10.08,69.7,2115.4
Molise,2014,Female,45-64,24.37,10.08,69.7,2115.4
Molise,2014,Female,65+,22.43,10.08,69.7,2115.4
Molise,2015,Male,15-24,28.12,11.53,66.0,2081.8
Molise,2015,Male,25-44,30.3,11.53,66.0,2081.8
Molise,2015,Male,45-64,26.92,11.53,66.0,2081.8
Molise,2015,Male,65+,23.49,11.53,66.0,2081.8
Molise,2015,Female,15-24,23.85,11.53,66.0,2081.8
Molise,2015,Female,25-44,25.28,11.53,66.0,2081.8
Molise,2015,Female,45-64,23.53,11.53,66.0,2081.8
Molise,2015,Female,65+,19.73,11.53,66.0,2081.8
Molise,2016,Male,15-24,28.43,8.18,66.8,2098.5
Molise,2016,Male,25-44,28.64,8.18,66.8,2098.5
Molise,2016,Male,45-64,27.53,8.18,66.8,2098.5
Molise,2016,Male,65+,25.03,8.18,66.8,2098.5
Molise,2016,Female,15-24,22.21,8.18,66.8,2098.5
Molise,2016,Female,25-44,26.57,8.18,66.8,2098.5
Molise,2016,Female,45-64,24.43,8.18,66.8,2098.5
Molise,2016,Female,65+,18.99,8.18,66.8,2098.5
Molise,2017,Male,15-24,29.57,10.45,69.8,2164.4
Molise,2017,Male,25-44,30.32,10.45,69.8,2164.4
